GENESIS-Tabelle: 12411-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortschreibung des Bevölkerungsstandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsstand (Anzahl),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg,Bayern,Bayern,Bayern,Berlin,Berlin,Berlin,Brandenburg,Brandenburg,Brandenburg,Bremen,Bremen,Bremen,Hamburg,Hamburg,Hamburg,Hessen,Hessen,Hessen,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen,Niedersachsen,Nordrhein-Westfalen,Nordrhein-Westfalen,Nordrhein-Westfalen,Rheinland-Pfalz,Rheinland-Pfalz,Rheinland-Pfalz,Saarland,Saarland,Saarland,Sachsen,Sachsen,Sachsen,Sachsen-Anhalt,Sachsen-Anhalt,Sachsen-Anhalt,Schleswig-Holstein,Schleswig-Holstein,Schleswig-Holstein,Thüringen,Thüringen,Thüringen
,,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt
2018-12-31,39-Jährige,67702,67094,134796,82601,81318,163919,26653,25461,52114,16335,15352,31687,4312,3884,8196,13259,13238,26497,38731,39394,78125,10659,9389,20048,45096,45333,90429,103499,105984,209483,23562,23441,47003,5416,5572,10988,27359,23858,51217,13724,12033,25757,16031,16754,32785,13928,12300,26228
2018-12-31,40-Jährige,66456,65244,131700,80901,80327,161228,25686,24131,49817,16238,15563,31801,4171,3868,8039,13016,12771,25787,38306,38937,77243,10518,9360,19878,45072,45188,90260,102460,104601,207061,23282,23073,46355,5199,5409,10608,27093,24161,51254,13575,12058,25633,16388,16627,33015,13486,11905,25391
2018-12-31,41-Jährige,66138,64915,131053,81025,79372,160397,24731,23606,48337,15672,14972,30644,4013,3968,7981,12786,12430,25216,37619,38746,76365,10294,8950,19244,44781,44879,89660,103285,104211,207496,22819,23187,46006,5307,5467,10774,26570,23466,50036,13039,11603,24642,16108,16698,32806,13222,11762,24984
2018-12-31,42-Jährige,66443,64956,131399,80022,78848,158870,23389,22597,45986,14471,13613,28084,4112,3929,8041,12397,12502,24899,37684,38604,76288,8957,7893,16850,44822,45183,90005,102855,105273,208128,22755,22718,45473,5176,5146,10322,23469,21162,44631,11675,10370,22045,16163,16897,33060,11805,10627,22432
2018-12-31,43-Jährige,64905,64185,129090,78353,77580,155933,22534,21386,43920,13862,12888,26750,4005,3893,7898,11925,11702,23627,37124,37379,74503,8480,7464,15944,44112,43949,88061,100719,102500,203219,22276,22526,44802,5087,5009,10096,22587,19957,42544,11289,9807,21096,15975,16444,32419,11465,10066,21531
2018-12-31,44-Jährige,65982,65999,131981,79438,78959,158397,21916,20906,42822,13380,12813,26193,4021,3745,7766,12080,11596,23676,37811,37910,75721,8294,7371,15665,45129,45769,90898,101642,104296,205938,22306,22956,45262,5106,5215,10321,22449,19586,42035,11373,10299,21672,16012,16485,32497,11870,10367,22237
2018-12-31,45-Jährige,65674,65541,131215,79062,78575,157637,21041,20406,41447,13630,13174,26804,3950,3873,7823,11450,11527,22977,37726,38272,75998,8474,7671,16145,45926,46856,92782,103028,105506,208534,22960,23289,46249,5117,5244,10361,22611,19862,42473,11955,10601,22556,16545,17064,33609,12196,10862,23058
2018-12-31,46-Jährige,71023,70665,141688,85072,84790,169862,21952,20976,42928,15396,14319,29715,4208,4074,8282,12093,11851,23944,40336,40786,81122,9173,8457,17630,50588,50688,101276,111793,113390,225183,24852,25475,50327,5649,5800,11449,24796,21663,46459,13648,12309,25957,17935,18557,36492,13884,12071,25955
2018-12-31,47-Jährige,76675,75492,152167,92159,91276,183435,24156,22997,47153,17980,16886,34866,4477,4394,8871,12836,12471,25307,43636,43907,87543,10680,9695,20375,55326,56008,111334,122171,124033,246204,27366,27668,55034,6202,6486,12688,28782,25394,54176,16146,14584,30730,20227,20742,40969,15489,13678,29167
2018-12-31,48-Jährige,79504,78547,158051,95692,94517,190209,24381,23308,47689,18030,17424,35454,4704,4463,9167,13192,12765,25957,45698,45747,91445,10778,10057,20835,57954,58616,116570,128241,128729,256970,28704,28924,57628,6500,6581,13081,28544,25579,54123,16066,14978,31044,21256,21508,42764,15539,14212,29751
2018-12-31,49-Jährige,85515,83610,169125,103968,101269,205237,25534,24204,49738,18673,18220,36893,5032,4780,9812,13700,13197,26897,49314,48539,97853,11120,10517,21637,63338,63035,126373,140566,140582,281148,31193,31240,62433,7254,7374,14628,28446,26086,54532,16520,15550,32070,23596,23818,47414,15614,14421,30035
2018-12-31,50-Jährige,89153,87472,176625,108372,105090,213462,26584,25507,52091,19646,19305,38951,5320,5088,10408,14737,14055,28792,51814,50618,102432,11757,11332,23089,66621,66041,132662,147104,146876,293980,33185,32941,66126,7745,7935,15680,28771,26710,55481,16957,15955,32912,25026,25425,50451,15712,14843,30555
2018-12-31,51-Jährige,91296,88801,180097,110538,107692,218230,26732,25603,52335,20820,20361,41181,5348,5087,10435,14775,14192,28967,52370,51617,103987,12156,12017,24173,68298,68322,136620,150844,149798,300642,33792,33995,67787,8092,8130,16222,29631,27671,57302,17506,16885,34391,26002,26201,52203,16028,15620,31648
2018-12-31,52-Jährige,92960,90668,183628,110982,108374,219356,27394,26978,54372,22186,21921,44107,5533,5222,10755,14778,14355,29133,53435,52394,105829,13207,12929,26136,69846,69121,138967,154317,152977,307294,35573,34872,70445,8448,8439,16887,30976,29693,60669,18279,17516,35795,26058,26434,52492,17320,16581,33901
2018-12-31,53-Jährige,92777,89754,182531,110558,106889,217447,28458,27491,55949,23360,22638,45998,5497,5279,10776,14230,13839,28069,53300,52607,105907,14055,13674,27729,69386,68036,137422,153370,151961,305331,35355,35033,70388,8397,8798,17195,32293,30768,63061,18935,18513,37448,25436,26117,51553,17701,17289,34990
2018-12-31,54-Jährige,93897,90912,184809,111367,109142,220509,28619,28060,56679,24338,23490,47828,5462,5220,10682,14379,14054,28433,53773,52573,106346,14746,14379,29125,69142,68951,138093,155271,153580,308851,36121,35790,71911,8690,9013,17703,32995,32593,65588,19638,19394,39032,26002,26014,52016,18650,18216,36866
2018-12-31,55-Jährige,92419,89733,182152,108908,108016,216924,28423,27907,56330,24937,24353,49290,5151,5244,10395,13617,13490,27107,52534,51632,104166,15251,15061,30312,68197,67707,135904,151685,150802,302487,36157,35570,71727,8791,8934,17725,33663,32709,66372,20395,19932,40327,24921,25507,50428,18928,18792,37720
2018-12-31,56-Jährige,88915,86883,175798,104953,104646,209599,26930,26482,53412,24717,24153,48870,5076,5118,10194,12628,12639,25267,50062,49681,99743,15192,15026,30218,65394,65661,131055,144750,144869,289619,34950,34907,69857,8724,8866,17590,33007,32237,65244,19841,20005,39846,23717,24247,47964,18683,18630,37313
2018-12-31,57-Jährige,86233,85928,172161,103208,102804,206012,25215,25378,50593,24230,23890,48120,4814,4877,9691,11943,12162,24105,48321,48611,96932,15351,15190,30541,64735,64711,129446,140622,142711,283333,34611,34733,69344,8926,8825,17751,32471,32627,65098,19837,19889,39726,22998,23719,46717,19129,19238,38367
2018-12-31,58-Jährige,82979,83614,166593,98637,98471,197108,24400,23810,48210,23025,23099,46124,4684,4768,9452,11628,11674,23302,46599,46852,93451,14805,14998,29803,61417,61984,123401,136869,139503,276372,33080,33837,66917,8429,8658,17087,31152,31249,62401,19334,19197,38531,21862,22576,44438,18182,18323,36505
2018-12-31,59-Jährige,79572,79828,159400,95056,95007,190063,23136,23039,46175,22660,22303,44963,4442,4714,9156,10899,11125,22024,44908,45326,90234,14386,14608,28994,59363,60162,119525,132624,135779,268403,32188,32308,64496,8700,8558,17258,30617,31195,61812,18520,19113,37633,21153,21893,43046,18208,18241,36449
2018-12-31,60-Jährige,75237,75653,150890,89675,90375,180050,21051,21236,42287,20618,20527,41145,4284,4485,8769,10263,10666,20929,42328,42918,85246,13598,13708,27306,55717,56567,112284,125273,128504,253777,30293,30703,60996,8230,8321,16551,28003,29001,57004,17432,17785,35217,19917,20462,40379,16770,17042,33812
2018-12-31,61-Jährige,72540,73322,145862,86095,87704,173799,19934,20487,40421,20059,19943,40002,4245,4520,8765,9694,10170,19864,41002,41854,82856,13177,13330,26507,54136,55688,109824,121897,125089,246986,29943,30133,60076,7929,7971,15900,27755,28916,56671,16964,17721,34685,18967,20288,39255,16612,17006,33618
2018-12-31,62-Jährige,69746,71857,141603,82545,83891,166436,19355,20180,39535,19774,19854,39628,3979,4250,8229,9147,9757,18904,39115,40419,79534,12993,13533,26526,51849,53243,105092,116308,120868,237176,28430,29133,57563,7478,7708,15186,28032,29378,57410,16853,18186,35039,17911,19005,36916,16830,17386,34216
2018-12-31,63-Jährige,65380,68174,133554,76617,79960,156577,18773,20145,38918,19665,19933,39598,3809,4172,7981,8656,9149,17805,37013,38845,75858,13079,13700,26779,49621,51272,100893,109758,116904,226662,27216,28151,55367,7047,7349,14396,28684,30584,59268,17587,18232,35819,17334,18561,35895,16709,17566,34275
2018-12-31,64-Jährige,61752,66564,128316,73541,78519,152060,18114,20050,38164,18997,19844,38841,3642,4096,7738,8213,9010,17223,35692,38124,73816,13089,13565,26654,47760,50798,98558,106043,114783,220826,26450,27630,54080,7043,7476,14519,28065,30583,58648,17022,17840,34862,17034,18594,35628,16337,17273,33610
2018-12-31,65-Jährige,58596,64143,122739,69843,75542,145385,17420,19729,37149,18555,19472,38027,3491,3902,7393,7644,8706,16350,33390,36549,69939,12655,13419,26074,45804,49003,94807,99348,109481,208829,25417,26980,52397,6861,7262,14123,28023,30744,58767,16700,18240,34940,16422,17568,33990,16250,17141,33391
2018-12-31,66-Jährige,58047,63778,121825,69261,76054,145315,16757,19614,36371,17927,19080,37007,3402,3918,7320,7679,8750,16429,33433,36858,70291,12111,13085,25196,46067,49190,95257,97268,108101,205369,25266,26492,51758,6736,7026,13762,28476,31077,59553,16485,17928,34413,16186,17547,33733,15976,16998,32974
2018-12-31,67-Jährige,56095,61538,117633,66583,73248,139831,16842,19848,36690,17505,18293,35798,3421,3932,7353,7377,8654,16031,32528,36166,68694,11645,12596,24241,45127,48197,93324,93069,104270,197339,24602,25836,50438,6385,6837,13222,28503,31977,60480,15446,17322,32768,16226,17479,33705,15729,16897,32626
2018-12-31,68-Jährige,55510,62040,117550,67049,73618,140667,17246,20787,38033,16019,17376,33395,3427,3896,7323,7567,8931,16498,33351,36688,70039,10852,11530,22382,45072,47925,92997,92524,103486,196010,24674,26013,50687,6481,6833,13314,27241,30522,57763,15136,16898,32034,16137,17689,33826,14587,16209,30796
2018-12-31,69-Jährige,54547,60230,114777,64891,71686,136577,16154,19181,35335,13531,14697,28228,3439,3891,7330,7551,8837,16388,32833,36343,69176,9229,10037,19266,44236,47126,91362,91970,102385,194355,23512,25103,48615,6619,6963,13582,23518,26761,50279,13086,15186,28272,16088,17340,33428,12978,14189,27167
2018-12-31,70-Jährige,50316,54757,105073,61558,67694,129252,14820,17371,32191,11623,12564,24187,3170,3592,6762,7411,8469,15880,30718,33785,64503,7867,8601,16468,40700,43254,83954,82917,93298,176215,20102,21447,41549,5547,5963,11510,18653,21443,40096,10957,12720,23677,15444,17088,32532,11028,12314,23342
2018-12-31,71-Jährige,46042,51012,97054,59707,65662,125369,13640,16377,30017,10768,12145,22913,2941,3502,6443,7140,8076,15216,28244,31749,59993,7177,8021,15198,36277,39798,76075,75386,85703,161089,17535,19023,36558,4472,4879,9351,18111,21696,39807,10582,12449,23031,14192,15683,29875,10341,11750,22091
2018-12-31,72-Jährige,39555,44515,84070,51262,58259,109521,10828,12365,23193,7154,8175,15329,2972,3294,6266,6411,7457,13868,24004,26817,50821,4774,5243,10017,33137,36915,70052,67564,78500,146064,15463,16928,32391,3490,3994,7484,13558,16057,29615,8383,9983,18366,13081,14741,27822,8219,9746,17965
2018-12-31,73-Jährige,33182,38267,71449,40757,46712,87469,11754,14181,25935,8179,9840,18019,2266,2684,4950,5612,6757,12369,19602,22346,41948,4888,5762,10650,25898,28956,54854,55322,66592,121914,12518,14331,26849,3184,3663,6847,15477,19191,34668,8314,10217,18531,10443,12266,22709,7660,9172,16832
2018-12-31,74-Jährige,42881,49485,92366,52603,59893,112496,15321,18434,33755,12057,14577,26634,2821,3292,6113,7010,8361,15371,25791,29546,55337,7167,8571,15738,33709,39065,72774,71131,85161,156292,16190,18687,34877,4186,4993,9179,22506,27466,49972,11428,14203,25631,13825,15881,29706,10963,13233,24196
2018-12-31,75-Jährige,42105,50206,92311,51716,59510,111226,16009,19407,35416,12873,15369,28242,2959,3326,6285,6994,8369,15363,25210,28953,54163,7618,9314,16932,34580,39533,74113,70077,84705,154782,15937,18477,34414,3990,4813,8803,21673,27215,48888,11674,14464,26138,14151,16278,30429,10902,13124,24026
2018-12-31,76-Jährige,41445,48404,89849,49135,57373,106508,14709,18088,32797,12116,14920,27036,2718,3443,6161,6678,8022,14700,23395,27427,50822,7081,9035,16116,32801,38070,70871,66810,81506,148316,15272,17818,33090,3789,4772,8561,19630,25093,44723,11204,14333,25537,13246,15563,28809,9753,12417,22170
2018-12-31,77-Jährige,47748,58813,106561,57425,70055,127480,16517,20797,37314,14671,18165,32836,3020,3820,6840,7435,9126,16561,27520,32758,60278,8798,11338,20136,38495,46205,84700,77038,96965,174003,18219,22262,40481,4739,6062,10801,23672,30863,54535,13270,17170,30440,15725,18510,34235,12179,15677,27856
2018-12-31,78-Jährige,48580,60791,109371,58984,73875,132859,15252,19650,34902,13979,18224,32203,3136,3865,7001,7268,9451,16719,28154,34859,63013,8431,11386,19817,38617,47632,86249,79939,103356,183295,18811,24044,42855,4713,6268,10981,23723,31122,54845,13086,17392,30478,15336,18421,33757,12490,16769,29259
2018-12-31,79-Jährige,46365,59187,105552,56330,71643,127973,13555,18384,31939,13035,17500,30535,2799,3793,6592,6566,8967,15533,26450,33542,59992,8123,11530,19653,36157,46123,82280,75633,100319,175952,18183,22891,41074,4634,6384,11018,22027,30101,52128,12061,16582,28643,14597,17944,32541,11876,15845,27721
2018-12-31,80-Jährige,41032,54332,95364,48613,63238,111851,12163,16690,28853,11350,15622,26972,2578,3607,6185,5974,8287,14261,23173,30024,53197,7240,10351,17591,33085,42954,76039,68574,92277,160851,16090,20914,37004,4100,5628,9728,19137,26645,45782,10182,14637,24819,12990,16514,29504,9812,13417,23229
2018-12-31,81-Jährige,36578,48577,85155,41806,56528,98334,10585,15486,26071,9969,14121,24090,2283,3255,5538,5532,7488,13020,20601,27203,47804,6181,9154,15335,28811,38337,67148,60470,84936,145406,14227,19129,33356,3844,5659,9503,16516,23681,40197,8952,13227,22179,11380,14606,25986,8240,12048,20288
2018-12-31,82-Jährige,33269,45370,78639,37004,51997,89001,9606,14074,23680,9096,13203,22299,2075,3046,5121,4932,7051,11983,18676,25286,43962,5457,8710,14167,25225,35277,60502,54558,78673,133231,12961,17999,30960,3585,5337,8922,15023,22608,37631,7916,12377,20293,9990,13408,23398,7483,11285,18768
2018-12-31,83-Jährige,29480,41384,70864,32121,47487,79608,8678,12961,21639,8136,12237,20373,1734,2761,4495,4312,6606,10918,16103,23300,39403,4992,7989,12981,22425,32475,54900,48639,72790,121429,11343,16484,27827,3052,4569,7621,14081,21072,35153,6995,11561,18556,8610,12250,20860,6514,10424,16938
2018-12-31,84-Jährige,24369,35657,60026,27198,41571,68769,7435,11493,18928,6793,10580,17373,1482,2413,3895,3367,5532,8899,13781,20275,34056,4161,7056,11217,18478,28283,46761,41728,64574,106302,9701,14284,23985,2381,3765,6146,11546,18764,30310,5840,10124,15964,7180,10384,17564,5545,9095,14640
2018-12-31,85-Jährige,18487,28137,46624,20658,32910,53568,4694,7817,12511,4607,7679,12286,1038,1727,2765,2424,4050,6474,9952,15253,25205,2960,5357,8317,12917,20898,33815,29348,47883,77231,6963,11010,17973,1918,3039,4957,8134,13825,21959,4078,7549,11627,4666,7411,12077,3914,6595,10509
2018-12-31,86-Jährige,16060,26020,42080,17961,30846,48807,3952,6830,10782,4078,7062,11140,847,1651,2498,2093,3624,5717,8589,14069,22658,2695,4953,7648,11312,19572,30884,25991,44451,70442,6086,10071,16157,1671,2913,4584,6907,12425,19332,3607,6797,10404,3898,6642,10540,3364,6267,9631
2018-12-31,87-Jährige,14280,23983,38263,15721,28044,43765,3587,6363,9950,3489,6428,9917,766,1512,2278,1839,3514,5353,7638,13123,20761,2286,4400,6686,10108,18474,28582,22870,41485,64355,5346,9607,14953,1475,2709,4184,6232,11991,18223,3078,6374,9452,3477,6415,9892,2887,5604,8491
2018-12-31,88-Jährige,12606,22681,35287,13923,26208,40131,3191,6192,9383,3090,6033,9123,667,1477,2144,1672,3356,5028,6886,12946,19832,1877,3997,5874,9055,17691,26746,20773,40082,60855,4740,9259,13999,1242,2367,3609,5705,11750,17455,2669,5970,8639,3123,5825,8948,2498,5551,8049
2018-12-31,89-Jährige,10058,19539,29597,11288,22507,33795,2590,5423,8013,2399,5106,7505,616,1249,1865,1434,2998,4432,5728,10975,16703,1469,3344,4813,7219,14968,22187,16712,34208,50920,3922,7899,11821,1018,2087,3105,4587,10328,14915,2058,5106,7164,2570,5078,7648,1967,4707,6674
2018-12-31,90 Jahre und mehr,28341,73791,102132,31933,85074,117007,7187,21530,28717,5694,17708,23402,1820,5239,7059,4463,12431,16894,16497,43659,60156,3296,11297,14593,20502,58236,78738,44682,127789,172471,11155,30289,41444,2629,7708,10337,11754,37482,49236,5143,17779,22922,7381,20793,28174,5116,16545,21661
2018-12-31,Insgesamt,5501693,5567840,11069533,6483793,6592928,13076721,1792801,1852025,3644826,1239460,1272457,2511917,338035,344951,682986,902048,939131,1841179,3093044,3172765,6265809,793639,816036,1609675,3943243,4039205,7982448,8798631,9134020,17932651,2017576,2067268,4084844,486159,504350,990509,2009619,2068318,4077937,1086679,1121642,2208321,1419457,1477255,2896712,1060814,1082331,2143145
2019-12-31,unter 1 Jahr,55511,52792,108303,65655,62381,128036,19929,18730,38659,10094,9535,19629,3692,3264,6956,10392,9979,20371,30848,29025,59873,6503,6159,12662,37556,35791,73347,87078,82431,169509,19036,18172,37208,4094,3896,7990,17590,16786,34376,8524,8074,16598,12707,12060,24767,8351,8235,16586
2019-12-31,1-Jährige,56373,53809,110182,66034,62970,129004,19978,19045,39023,10867,10201,21068,3559,3409,6968,10496,9870,20366,31449,29733,61182,6744,6440,13184,38584,36478,75062,89609,84975,174584,19659,18773,38432,4221,3931,8152,18490,17519,36009,8946,8610,17556,13175,12612,25787,9026,8547,17573
2019-12-31,2-Jährige,56492,53615,110107,65942,63409,129351,20182,18970,39152,11347,10915,22262,3524,3289,6813,10432,9769,20201,31680,30140,61820,6883,6608,13491,38680,37204,75884,90335,84923,175258,20333,18917,39250,4289,4118,8407,19152,18378,37530,9451,8930,18381,13439,12713,26152,9414,8942,18356
2019-12-31,3-Jährige,56469,53451,109920,65900,62568,128468,19984,19228,39212,11903,11300,23203,3448,3254,6702,10212,9947,20159,31872,30393,62265,7045,6879,13924,39236,37465,76701,90528,86245,176773,20249,19137,39386,4201,4190,8391,19659,18783,38442,9662,9063,18725,13574,13060,26634,9646,9265,18911
2019-12-31,4-Jährige,54194,52358,106552,63556,60525,124081,19206,17982,37188,11674,10877,22551,3432,3157,6589,9652,9198,18850,31088,29277,60365,7269,6961,14230,38113,35860,73973,87656,82655,170311,19475,18514,37989,4269,3825,8094,19683,18382,38065,9424,9072,18496,13303,12594,25897,9782,9130,18912
2019-12-31,5-Jährige,53610,50371,103981,62566,59002,121568,18567,17973,36540,11929,11345,23274,3306,3042,6348,9346,8982,18328,29983,28738,58721,7136,6864,14000,38142,35879,74021,86245,81442,167687,19125,18258,37383,4164,3931,8095,19407,18532,37939,9688,8972,18660,13123,12692,25815,9831,9288,19119
2019-12-31,6-Jährige,51945,48942,100887,60261,57827,118088,17720,16712,34432,11526,10885,22411,3056,2912,5968,8912,8510,17422,29153,27657,56810,7058,6771,13829,36319,34595,70914,82968,77516,160484,18337,17624,35961,3994,3614,7608,19144,17796,36940,9343,8905,18248,12909,12260,25169,9637,9146,18783
2019-12-31,7-Jährige,51142,48379,99521,60303,56811,117114,17724,16692,34416,11713,11272,22985,3020,2857,5877,8748,8231,16979,29104,27479,56583,7175,6738,13913,36263,34271,70534,82812,78360,161172,18289,17113,35402,3993,3752,7745,19051,18067,37118,9419,8960,18379,13146,12408,25554,9633,9044,18677
2019-12-31,8-Jährige,50222,47691,97913,58181,54873,113054,16749,15870,32619,11548,11026,22574,2907,2658,5565,8223,7871,16094,29034,27436,56470,7147,6728,13875,35623,33791,69414,80811,76505,157316,18139,17159,35298,4113,3789,7902,18764,17703,36467,9289,8734,18023,12715,12197,24912,9408,8903,18311
2019-12-31,9-Jährige,51870,48921,100791,58856,55995,114851,16931,16067,32998,12141,11225,23366,2982,2863,5845,8380,7948,16328,29324,28138,57462,7344,7093,14437,37040,34914,71954,83468,78400,161868,18489,17376,35865,4011,3914,7925,18856,18089,36945,9348,8997,18345,13375,12660,26035,9570,9176,18746
2019-12-31,10-Jährige,51200,48671,99871,58123,55097,113220,16545,15831,32376,11650,11058,22708,3081,2827,5908,8307,7666,15973,29145,27501,56646,7154,6952,14106,36733,34538,71271,82369,77427,159796,18110,17005,35115,4008,3841,7849,18556,17287,35843,9316,8797,18113,13315,12346,25661,9057,8863,17920
2019-12-31,11-Jährige,52452,50006,102458,59847,56665,116512,16749,15639,32388,11903,11231,23134,2972,2895,5867,8437,7912,16349,29569,28312,57881,7255,6945,14200,37614,35747,73361,85248,80023,165271,18858,17604,36462,4176,3950,8126,18577,17657,36234,9574,9054,18628,13367,13061,26428,9462,8902,18364
2019-12-31,12-Jährige,52483,50340,102823,59572,56677,116249,16277,15069,31346,11574,10978,22552,3133,2979,6112,8281,7644,15925,29863,27928,57791,6979,6657,13636,38050,35495,73545,84752,79857,164609,18777,17461,36238,4151,3860,8011,18073,17087,35160,9257,8732,17989,13773,12939,26712,9317,8655,17972
2019-12-31,13-Jährige,52132,49395,101527,58764,55308,114072,15245,14695,29940,11140,10404,21544,3061,2856,5917,8187,7470,15657,28948,27616,56564,6837,6410,13247,37612,35286,72898,84011,78955,162966,18398,17089,35487,4195,3745,7940,17132,16353,33485,9061,8194,17255,13566,12697,26263,8832,8104,16936
2019-12-31,14-Jährige,53139,50553,103692,59671,56405,116076,15087,14169,29256,10868,10268,21136,3139,2669,5808,8108,7524,15632,29770,27980,57750,6479,6369,12848,38255,36075,74330,85328,79849,165177,18554,17608,36162,4222,3958,8180,17151,16378,33529,8839,8545,17384,13567,12829,26396,8812,8338,17150
2019-12-31,15-Jährige,54565,51174,105739,60669,58298,118967,15090,14241,29331,11129,10323,21452,3001,2813,5814,8010,7489,15499,30186,28444,58630,6875,6531,13406,39483,37554,77037,87165,82012,169177,19262,17723,36985,4328,4002,8330,17316,16567,33883,8981,8372,17353,14162,13357,27519,9139,8562,17701
2019-12-31,16-Jährige,55021,51119,106140,61525,58711,120236,14488,13765,28253,11093,10217,21310,3045,2946,5991,7993,7382,15375,30021,28259,58280,6801,6371,13172,39779,37756,77535,88478,82477,170955,19348,18314,37662,4314,3990,8304,16722,16074,32796,8770,8104,16874,14221,13542,27763,8839,8397,17236
2019-12-31,17-Jährige,56068,52307,108375,62928,59487,122415,14896,13849,28745,10785,10174,20959,3096,2826,5922,7868,7510,15378,30831,28425,59256,6747,6173,12920,41443,38818,80261,90572,84635,175207,19813,18616,38429,4508,4133,8641,16590,15764,32354,9170,8248,17418,14686,13760,28446,8911,8301,17212
2019-12-31,18-Jährige,58427,54182,112609,66023,60801,126824,15012,14472,29484,10748,9706,20454,3533,3194,6727,8268,7930,16198,31992,29257,61249,6966,6369,13335,43099,40205,83304,94088,87109,181197,20853,19382,40235,4686,4311,8997,17349,15811,33160,9277,8349,17626,15187,14288,29475,9132,8508,17640
2019-12-31,19-Jährige,63466,58441,121907,71150,65393,136543,16742,15843,32585,10959,9803,20762,3915,3538,7453,9302,8640,17942,34130,31658,65788,7290,6614,13904,46085,42008,88093,100681,92153,192834,22296,20749,43045,5005,4522,9527,18663,17076,35739,10049,8551,18600,16223,15121,31344,9519,8501,18020
2019-12-31,20-Jährige,67098,59912,127010,76030,67530,143560,17604,17251,34855,10773,9118,19891,4385,4045,8430,9792,9238,19030,35826,32390,68216,7008,6285,13293,47311,41998,89309,103663,94208,197871,22861,20983,43844,5170,4679,9849,18713,16908,35621,9964,8367,18331,16903,15019,31922,9624,8213,17837
2019-12-31,21-Jährige,69507,62095,131602,79821,71047,150868,18596,18717,37313,10271,8709,18980,4927,4031,8958,10543,10281,20824,37502,34005,71507,6762,6179,12941,47943,43336,91279,107134,98014,205148,23313,21792,45105,5352,4644,9996,17889,16593,34482,9346,8430,17776,16405,15058,31463,9338,8322,17660
2019-12-31,22-Jährige,72990,65095,138085,83085,74351,157436,20495,20385,40880,9794,8235,18029,4786,4391,9177,11875,11404,23279,40330,36042,76372,6787,6224,13011,49924,44985,94909,112610,102822,215432,24883,22647,47530,5634,5046,10680,18200,16622,34822,9678,8389,18067,17105,15051,32156,9453,8328,17781
2019-12-31,23-Jährige,72761,65208,137969,82863,74832,157695,21505,21919,43424,9461,7919,17380,4863,4381,9244,12039,12163,24202,39465,36001,75466,6568,5786,12354,49329,44058,93387,112499,103381,215880,24742,22181,46923,5686,5161,10847,17775,16186,33961,9227,7963,17190,16524,15226,31750,8878,8041,16919
2019-12-31,24-Jährige,72353,64678,137031,82479,74861,157340,22596,22947,45543,8485,7335,15820,4727,4474,9201,12362,12475,24837,39155,35704,74859,5913,5407,11320,48246,43261,91507,111061,101740,212801,24020,21786,45806,5619,5052,10671,16910,15125,32035,8682,7354,16036,16099,14652,30751,8602,7263,15865
2019-12-31,25-Jährige,73329,65830,139159,83819,76410,160229,24067,24517,48584,8099,7073,15172,4904,4468,9372,13073,13363,26436,39554,36652,76206,5640,5008,10648,48806,43528,92334,113369,104261,217630,24628,22541,47169,5647,5374,11021,16608,14799,31407,8331,7166,15497,16483,14801,31284,7974,6910,14884
2019-12-31,26-Jährige,75523,67960,143483,87430,80349,167779,25559,26123,51682,7910,7177,15087,5092,4663,9755,13609,14188,27797,40394,37656,78050,5831,5093,10924,49925,44471,94396,116166,108492,224658,25618,23207,48825,6008,5372,11380,16903,14966,31869,8322,7283,15605,16543,15096,31639,8103,7110,15213
2019-12-31,27-Jährige,76544,68362,144906,88400,82720,171120,26843,27362,54205,8610,7668,16278,5028,4682,9710,14133,14629,28762,40860,38030,78890,6268,5739,12007,49487,44600,94087,117307,109743,227050,25697,23841,49538,6115,5633,11748,17307,15626,32933,8633,7740,16373,16644,15296,31940,8395,7573,15968
2019-12-31,28-Jährige,77596,70933,148529,91535,83480,175015,29080,29125,58205,9513,8936,18449,5219,4774,9993,15014,15385,30399,41733,39400,81133,6901,6383,13284,49823,45339,95162,119021,112398,231419,26543,24124,50667,6289,5627,11916,19637,17833,37470,9549,8577,18126,16978,15658,32636,9462,8449,17911
