GENESIS-Tabelle: 12411-0006,,,,
"Bevölkerung: Deutschland, Stichtag, Altersjahre,",,,,
Nationalität/Geschlecht/Familienstand,,,,
Fortschreibung des Bevölkerungsstandes,,,,
Deutschland,,,,
Bevölkerungsstand (Anzahl),,,,
,,Geschlecht,Geschlecht,Geschlecht
,,männlich,weiblich,Insgesamt
1976-12-31,73-Jährige,194466,305647,500113
1976-12-31,74-Jährige,181320,296791,478111
1976-12-31,75-Jährige,163537,275217,438754
1976-12-31,76-Jährige,143111,250111,393222
1976-12-31,77-Jährige,122009,228678,350687
1976-12-31,78-Jährige,104377,211712,316089
1976-12-31,79-Jährige,86877,186482,273359
1976-12-31,80-Jährige,74330,170291,244621
1976-12-31,81-Jährige,61671,146173,207844
1976-12-31,82-Jährige,51741,127295,179036
1976-12-31,83-Jährige,44658,109159,153817
1976-12-31,84-Jährige,36864,90094,126958
1976-12-31,85 Jahre und mehr,136724,322589,459313
1976-12-31,Insgesamt,29262796,32179200,61441996
1977-12-31,unter 1 Jahr,295721,279975,575696
1977-12-31,1-Jährige,301654,288374,590028
1977-12-31,2-Jährige,296349,282747,579096
1977-12-31,3-Jährige,306391,295558,601949
1977-12-31,4-Jährige,315332,302947,618279
1977-12-31,5-Jährige,351553,336171,687724
1977-12-31,6-Jährige,391363,373313,764676
1977-12-31,7-Jährige,405476,387785,793261
1977-12-31,8-Jährige,457222,436345,893567
1977-12-31,9-Jährige,492678,468780,961458
1977-12-31,10-Jährige,511264,488222,999486
1977-12-31,11-Jährige,527834,503882,1031716
1977-12-31,12-Jährige,530605,504551,1035156
1977-12-31,13-Jährige,541295,515164,1056459
1977-12-31,14-Jährige,534040,509485,1043525
1977-12-31,15-Jährige,515798,491229,1007027
1977-12-31,16-Jährige,513185,488906,1002091
1977-12-31,17-Jährige,498897,475164,974061
1977-12-31,18-Jährige,488689,462193,950882
1977-12-31,19-Jährige,468869,443563,912432
1977-12-31,20-Jährige,460387,437802,898189
1977-12-31,21-Jährige,447240,427442,874682
1977-12-31,22-Jährige,431914,415719,847633
1977-12-31,23-Jährige,433868,424851,858719
1977-12-31,24-Jährige,419495,414169,833664
1977-12-31,25-Jährige,429585,420836,850421
1977-12-31,26-Jährige,424014,413399,837413
1977-12-31,27-Jährige,444364,425928,870292
1977-12-31,28-Jährige,450947,422164,873111
1977-12-31,29-Jährige,429937,402728,832665
1977-12-31,30-Jährige,403819,380530,784349
1977-12-31,31-Jährige,372337,351680,724017
1977-12-31,32-Jährige,322129,303530,625659
1977-12-31,33-Jährige,418727,396698,815425
1977-12-31,34-Jährige,431680,402801,834481
1977-12-31,35-Jährige,426868,393210,820078
1977-12-31,36-Jährige,510191,476097,986288
1977-12-31,37-Jährige,552563,514730,1067293
1977-12-31,38-Jährige,545137,508589,1053726
1977-12-31,39-Jährige,515221,480612,995833
1977-12-31,40-Jährige,484576,453370,937946
1977-12-31,41-Jährige,478548,449688,928236
1977-12-31,42-Jährige,467080,440320,907400
1977-12-31,43-Jährige,441849,414673,856522
1977-12-31,44-Jährige,364218,341653,705871
1977-12-31,45-Jährige,365208,347996,713204
1977-12-31,46-Jährige,375220,359800,735020
1977-12-31,47-Jährige,401893,386848,788741
1977-12-31,48-Jährige,393800,381277,775077
1977-12-31,49-Jährige,400217,388763,788980
1977-12-31,50-Jährige,362255,380252,742507
1977-12-31,51-Jährige,341148,397047,738195
1977-12-31,52-Jährige,330122,414977,745099
1977-12-31,53-Jährige,291965,407641,699606
1977-12-31,54-Jährige,288048,407417,695465
1977-12-31,55-Jährige,304947,427513,732460
1977-12-31,56-Jährige,314330,450568,764898
1977-12-31,57-Jährige,306818,452311,759129
1977-12-31,58-Jährige,236305,346141,582446
1977-12-31,59-Jährige,158086,232202,390288
1977-12-31,60-Jährige,152872,223211,376083
1977-12-31,61-Jährige,166505,246535,413040
1977-12-31,62-Jährige,213906,323863,537769
1977-12-31,63-Jährige,267679,412204,679883
1977-12-31,64-Jährige,274036,415051,689087
1977-12-31,65-Jährige,276976,418358,695334
1977-12-31,66-Jährige,259168,395636,654804
1977-12-31,67-Jährige,255917,402177,658094
1977-12-31,68-Jährige,256204,400946,657150
1977-12-31,69-Jährige,244358,389659,634017
1977-12-31,70-Jährige,236384,371087,607471
1977-12-31,71-Jährige,221212,356445,577657
1977-12-31,72-Jährige,215564,331674,547238
1977-12-31,73-Jährige,202347,319257,521604
1977-12-31,74-Jährige,181304,294315,475619
1977-12-31,75-Jährige,167643,284221,451864
1977-12-31,76-Jährige,150436,262133,412569
1977-12-31,77-Jährige,130937,236818,367755
1977-12-31,78-Jährige,110418,214857,325275
1977-12-31,79-Jährige,93608,197635,291243
1977-12-31,80-Jährige,77175,172132,249307
1977-12-31,81-Jährige,65399,155973,221372
1977-12-31,82-Jährige,53568,132204,185772
1977-12-31,83-Jährige,44448,113652,158100
1977-12-31,84-Jährige,37933,96178,134111
1977-12-31,85 Jahre und mehr,139248,341682,480930
1977-12-31,Insgesamt,29216516,32136229,61352745
1978-12-31,unter 1 Jahr,293380,278052,571432
1978-12-31,1-Jährige,294789,279639,574428
1978-12-31,2-Jährige,301958,288869,590827
1978-12-31,3-Jährige,297460,283986,581446
1978-12-31,4-Jährige,307794,296612,604406
1978-12-31,5-Jährige,316438,304098,620536
1978-12-31,6-Jährige,349534,335234,684768
1978-12-31,7-Jährige,390715,372981,763696
1978-12-31,8-Jährige,407363,389453,796816
1978-12-31,9-Jährige,459269,438286,897555
1978-12-31,10-Jährige,494516,470330,964846
1978-12-31,11-Jährige,513340,490019,1003359
1978-12-31,12-Jährige,529905,505555,1035460
1978-12-31,13-Jährige,532815,506235,1039050
1978-12-31,14-Jährige,543698,516835,1060533
1978-12-31,15-Jährige,536679,511325,1048004
1978-12-31,16-Jährige,518437,492970,1011407
1978-12-31,17-Jährige,516187,490753,1006940
1978-12-31,18-Jährige,503018,478417,981435
1978-12-31,19-Jährige,491948,465179,957127
1978-12-31,20-Jährige,471294,446606,917900
1978-12-31,21-Jährige,464394,439717,904111
1978-12-31,22-Jährige,453132,429377,882509
1978-12-31,23-Jährige,437253,417376,854629
1978-12-31,24-Jährige,437785,426007,863792
1978-12-31,25-Jährige,422316,414748,837064
1978-12-31,26-Jährige,431496,420867,852363
1978-12-31,27-Jährige,425002,413272,838274
1978-12-31,28-Jährige,445039,425462,870501
1978-12-31,29-Jährige,450449,421595,872044
1978-12-31,30-Jährige,429071,402138,831209
1978-12-31,31-Jährige,402533,379957,782490
1978-12-31,32-Jährige,370540,350966,721506
1978-12-31,33-Jährige,320372,303196,623568
1978-12-31,34-Jährige,416764,396343,813107
1978-12-31,35-Jährige,429754,402581,832335
1978-12-31,36-Jährige,424744,393181,817925
1978-12-31,37-Jährige,507984,475964,983948
1978-12-31,38-Jährige,550041,514578,1064619
1978-12-31,39-Jährige,542800,508254,1051054
1978-12-31,40-Jährige,512694,480458,993152
1978-12-31,41-Jährige,482257,453121,935378
1978-12-31,42-Jährige,476244,449404,925648
1978-12-31,43-Jährige,464856,439823,904679
1978-12-31,44-Jährige,439506,414046,853552
1978-12-31,45-Jährige,361870,341225,703095
1978-12-31,46-Jährige,362964,347487,710451
1978-12-31,47-Jährige,372694,359084,731778
1978-12-31,48-Jährige,399027,385907,784934
1978-12-31,49-Jährige,390876,380297,771173
1978-12-31,50-Jährige,397019,387588,784607
1978-12-31,51-Jährige,359084,379061,738145
1978-12-31,52-Jährige,337990,395630,733620
1978-12-31,53-Jährige,326905,413348,740253
1978-12-31,54-Jährige,288793,405776,694569
1978-12-31,55-Jährige,284691,405516,690207
1978-12-31,56-Jährige,301210,425338,726548
1978-12-31,57-Jährige,310120,447920,758040
1978-12-31,58-Jährige,302029,449340,751369
1978-12-31,59-Jährige,232501,343744,576245
1978-12-31,60-Jährige,155167,230543,385710
1978-12-31,61-Jährige,149760,221621,371381
1978-12-31,62-Jährige,162954,244499,407453
1978-12-31,63-Jährige,208851,320975,529826
1978-12-31,64-Jährige,260804,408013,668817
1978-12-31,65-Jährige,266580,410118,676698
1978-12-31,66-Jährige,268712,412811,681523
1978-12-31,67-Jährige,250591,389849,640440
1978-12-31,68-Jährige,246462,395276,641738
1978-12-31,69-Jährige,245495,392949,638444
1978-12-31,70-Jährige,232919,380914,613833
1978-12-31,71-Jährige,224193,361428,585621
1978-12-31,72-Jährige,208725,346043,554768
1978-12-31,73-Jährige,202133,320929,523062
1978-12-31,74-Jährige,188519,307335,495854
1978-12-31,75-Jährige,167704,281669,449373
1978-12-31,76-Jährige,153791,270605,424396
1978-12-31,77-Jährige,136943,247939,384882
1978-12-31,78-Jährige,118207,222701,340908
1978-12-31,79-Jährige,98743,199968,298711
1978-12-31,80-Jährige,82959,182667,265626
1978-12-31,81-Jährige,67397,157245,224642
1978-12-31,82-Jährige,56606,140825,197431
1978-12-31,83-Jährige,45894,118063,163957
1978-12-31,84-Jährige,37609,100128,137737
1978-12-31,85 Jahre und mehr,141217,361153,502370
1978-12-31,Insgesamt,29214271,32107392,61321663
1979-12-31,unter 1 Jahr,296048,282507,578555
1979-12-31,1-Jährige,293824,278756,572580
1979-12-31,2-Jährige,296265,280732,576997
1979-12-31,3-Jährige,303881,290566,594447
1979-12-31,4-Jährige,299697,285776,585473
1979-12-31,5-Jährige,309538,298156,607694
1979-12-31,6-Jährige,315989,304078,620067
1979-12-31,7-Jährige,349618,335641,685259
1979-12-31,8-Jährige,393322,375235,768557
1979-12-31,9-Jährige,410336,392210,802546
1979-12-31,10-Jährige,462629,440814,903443
1979-12-31,11-Jährige,498249,473211,971460
1979-12-31,12-Jährige,516342,492176,1008518
1979-12-31,13-Jährige,533650,507892,1041542
1979-12-31,14-Jährige,537462,508808,1046270
1979-12-31,15-Jährige,549983,519727,1069710
1979-12-31,16-Jährige,543330,514072,1057402
1979-12-31,17-Jährige,525705,496188,1021893
1979-12-31,18-Jährige,522524,494506,1017030
1979-12-31,19-Jährige,508969,482570,991539
1979-12-31,20-Jährige,496781,469009,965790
1979-12-31,21-Jährige,477809,449459,927268
1979-12-31,22-Jährige,472932,442079,915011
1979-12-31,23-Jährige,462001,432108,894109
1979-12-31,24-Jährige,444427,419597,864024
1979-12-31,25-Jährige,443817,427470,871287
1979-12-31,26-Jährige,427237,415899,843136
1979-12-31,27-Jährige,435767,421652,857419
1979-12-31,28-Jährige,427919,413666,841585
1979-12-31,29-Jährige,448009,425970,873979
1979-12-31,30-Jährige,452380,422138,874518
1979-12-31,31-Jährige,429985,402493,832478
1979-12-31,32-Jährige,402878,380184,783062
1979-12-31,33-Jährige,370503,351257,721760
1979-12-31,34-Jährige,320445,303710,624155
1979-12-31,35-Jährige,416783,396869,813652
1979-12-31,36-Jährige,429357,403012,832369
1979-12-31,37-Jährige,424235,393735,817970
1979-12-31,38-Jährige,507331,476421,983752
1979-12-31,39-Jährige,548925,514908,1063833
1979-12-31,40-Jährige,541907,508572,1050479
1979-12-31,41-Jährige,511559,480684,992243
1979-12-31,42-Jährige,481101,453312,934413
1979-12-31,43-Jährige,474865,449380,924245
1979-12-31,44-Jährige,463456,439587,903043
1979-12-31,45-Jährige,437776,413710,851486
1979-12-31,46-Jährige,360340,340950,701290
1979-12-31,47-Jährige,361284,347097,708381
1979-12-31,48-Jährige,370714,358557,729271
1979-12-31,49-Jährige,396685,385209,781894
1979-12-31,50-Jährige,388245,379438,767683
1979-12-31,51-Jährige,394090,386419,780509
1979-12-31,52-Jährige,356249,377869,734118
1979-12-31,53-Jährige,334964,394250,729214
1979-12-31,54-Jährige,323819,411637,735456
1979-12-31,55-Jährige,285805,404065,689870
1979-12-31,56-Jährige,281267,403547,684814
1979-12-31,57-Jährige,297274,423011,720285
1979-12-31,58-Jährige,305745,445224,750969
1979-12-31,59-Jährige,297331,446244,743575
1979-12-31,60-Jährige,228570,341308,569878
1979-12-31,61-Jährige,152226,228906,381132
1979-12-31,62-Jährige,146580,219867,366447
1979-12-31,63-Jährige,159251,242366,401617
1979-12-31,64-Jährige,203746,317786,521532
1979-12-31,65-Jährige,253919,403188,657107
1979-12-31,66-Jährige,258973,404785,663758
1979-12-31,67-Jährige,260152,406863,667015
1979-12-31,68-Jährige,241687,383203,624890
1979-12-31,69-Jährige,236667,387850,624517
1979-12-31,70-Jährige,234546,384442,618988
1979-12-31,71-Jährige,221325,371596,592921
1979-12-31,72-Jährige,211985,351224,563209
1979-12-31,73-Jährige,196218,335274,531492
1979-12-31,74-Jährige,188969,309254,498223
1979-12-31,75-Jährige,175075,294671,469746
1979-12-31,76-Jährige,154339,268574,422913
1979-12-31,77-Jährige,140528,256508,397036
1979-12-31,78-Jährige,124117,233483,357600
1979-12-31,79-Jährige,106013,208082,314095
1979-12-31,80-Jährige,87751,185164,272915
1979-12-31,81-Jährige,73058,167510,240568
1979-12-31,82-Jährige,58519,142279,200798
1979-12-31,83-Jährige,48548,126269,174817
1979-12-31,84-Jährige,39003,104476,143479
1979-12-31,85 Jahre und mehr,143947,383325,527272
1979-12-31,Insgesamt,29317070,32122272,61439342
1980-12-31,unter 1 Jahr,316374,300778,617152
1980-12-31,1-Jährige,297062,283486,580548
1980-12-31,2-Jährige,295455,280318,575773
1980-12-31,3-Jährige,298327,282534,580861
1980-12-31,4-Jährige,306136,292308,598444
1980-12-31,5-Jährige,301894,287403,589297
1980-12-31,6-Jährige,309849,298560,608409
1980-12-31,7-Jährige,316774,304841,621615
1980-12-31,8-Jährige,352831,338087,690918
1980-12-31,9-Jährige,397136,377903,775039
1980-12-31,10-Jährige,414380,395107,809487
1980-12-31,11-Jährige,467660,444399,912059
1980-12-31,12-Jährige,502740,476087,978827
1980-12-31,13-Jährige,519903,494598,1014501
1980-12-31,14-Jährige,539099,510976,1050075
1980-12-31,15-Jährige,545169,512524,1057693
1980-12-31,16-Jährige,558981,524012,1082993
1980-12-31,17-Jährige,553448,518423,1071871
1980-12-31,18-Jährige,534180,500989,1035169
1980-12-31,19-Jährige,528466,499150,1027616
1980-12-31,20-Jährige,515928,487794,1003722
1980-12-31,21-Jährige,504307,472787,977094
1980-12-31,22-Jährige,488137,452658,940795
1980-12-31,23-Jährige,481974,445057,927031
1980-12-31,24-Jährige,471540,434876,906416
1980-12-31,25-Jährige,452450,422260,874710
1980-12-31,26-Jährige,450480,429512,879992
1980-12-31,27-Jährige,432737,417376,850113
1980-12-31,28-Jährige,440581,422928,863509
1980-12-31,29-Jährige,431364,414463,845827
1980-12-31,30-Jährige,451435,427023,878458
1980-12-31,31-Jährige,454638,422910,877548
1980-12-31,32-Jährige,431493,403109,834602
1980-12-31,33-Jährige,403830,380693,784523
1980-12-31,34-Jährige,370907,351807,722714
1980-12-31,35-Jährige,320978,304492,625470
1980-12-31,36-Jährige,416971,397579,814550
1980-12-31,37-Jährige,429330,403800,833130
1980-12-31,38-Jährige,424079,394531,818610
1980-12-31,39-Jährige,506960,477030,983990
1980-12-31,40-Jährige,548271,515466,1063737
1980-12-31,41-Jährige,541072,509084,1050156
1980-12-31,42-Jährige,510598,481054,991652
1980-12-31,43-Jährige,479929,453528,933457
1980-12-31,44-Jährige,473572,449429,923001
1980-12-31,45-Jährige,462056,439467,901523
1980-12-31,46-Jährige,436343,413478,849821
1980-12-31,47-Jährige,358871,340762,699633
1980-12-31,48-Jährige,359493,346720,706213
1980-12-31,49-Jährige,368677,358020,726697
1980-12-31,50-Jährige,394136,384638,778774
1980-12-31,51-Jährige,385602,378562,764164
1980-12-31,52-Jährige,391007,385398,776405
1980-12-31,53-Jährige,353140,376620,729760
1980-12-31,54-Jährige,331824,392765,724589
1980-12-31,55-Jährige,320463,409964,730427
1980-12-31,56-Jährige,282521,402159,684680
1980-12-31,57-Jährige,277635,401479,679114
1980-12-31,58-Jährige,293106,420589,713695
1980-12-31,59-Jährige,300878,442419,743297
1980-12-31,60-Jährige,292180,443269,735449
1980-12-31,61-Jährige,224278,338971,563249
1980-12-31,62-Jährige,148986,227065,376051
1980-12-31,63-Jährige,143333,218051,361384
1980-12-31,64-Jährige,155334,240001,395335
1980-12-31,65-Jährige,198440,314252,512692
1980-12-31,66-Jährige,246763,398317,645080
1980-12-31,67-Jährige,250671,399103,649774
1980-12-31,68-Jährige,250950,400387,651337
1980-12-31,69-Jährige,232253,376322,608575
1980-12-31,70-Jährige,226413,379664,606077
1980-12-31,71-Jährige,223187,375168,598355
1980-12-31,72-Jährige,209354,361516,570870
1980-12-31,73-Jährige,199592,340441,540033
1980-12-31,74-Jährige,183214,323550,506764
1980-12-31,75-Jährige,175355,297108,472463
1980-12-31,76-Jährige,161337,281303,442640
1980-12-31,77-Jährige,141293,254555,395848
1980-12-31,78-Jährige,127496,241771,369267
1980-12-31,79-Jährige,111428,218508,329936
1980-12-31,80-Jährige,94101,193098,287199
1980-12-31,81-Jährige,77111,170080,247191
1980-12-31,82-Jährige,63747,152399,216146
1980-12-31,83-Jährige,50401,127583,177984
1980-12-31,84-Jährige,41271,111773,153044
1980-12-31,85 Jahre und mehr,147368,405888,553256
1980-12-31,Insgesamt,29481033,32176912,61657945
1981-12-31,unter 1 Jahr,318486,302545,621031
1981-12-31,1-Jährige,316072,300884,616956
1981-12-31,2-Jährige,297460,284078,581538
1981-12-31,3-Jährige,296418,281235,577653
1981-12-31,4-Jährige,299230,283535,582765
1981-12-31,5-Jährige,306810,293156,599966
1981-12-31,6-Jährige,300687,286934,587621
1981-12-31,7-Jährige,309068,298020,607088
1981-12-31,8-Jährige,317950,305927,623877
1981-12-31,9-Jährige,354530,339547,694077
1981-12-31,10-Jährige,398906,379487,778393
1981-12-31,11-Jährige,417102,397142,814244
1981-12-31,12-Jährige,470226,446261,916487
1981-12-31,13-Jährige,505250,477757,983007
1981-12-31,14-Jährige,523002,496272,1019274
1981-12-31,15-Jährige,544890,513804,1058694
1981-12-31,16-Jährige,549256,514707,1063963
1981-12-31,17-Jährige,562708,526276,1088984
1981-12-31,18-Jährige,556395,521510,1077905
1981-12-31,19-Jährige,535434,504294,1039728
1981-12-31,20-Jährige,530665,502733,1033398
1981-12-31,21-Jährige,519339,490522,1009861
1981-12-31,22-Jährige,508211,475096,983307
1981-12-31,23-Jährige,491158,455088,946246
1981-12-31,24-Jährige,484292,447211,931503
1981-12-31,25-Jährige,473717,436957,910674
1981-12-31,26-Jährige,454027,424031,878058
1981-12-31,27-Jährige,451869,431183,883052
1981-12-31,28-Jährige,433753,418383,852136
1981-12-31,29-Jährige,441281,423916,865197
1981-12-31,30-Jährige,432003,415105,847108
1981-12-31,31-Jährige,451459,427443,878902
1981-12-31,32-Jährige,454131,423295,877426
1981-12-31,33-Jährige,430838,403438,834276
1981-12-31,34-Jährige,403028,381035,784063
1981-12-31,35-Jährige,370023,351967,721990
1981-12-31,36-Jährige,319969,304790,624759
1981-12-31,37-Jährige,415890,397984,813874
1981-12-31,38-Jährige,428144,404098,832242
1981-12-31,39-Jährige,422682,394764,817446
1981-12-31,40-Jährige,505586,477378,982964
1981-12-31,41-Jährige,546561,515768,1062329
1981-12-31,42-Jährige,539117,509208,1048325
1981-12-31,43-Jährige,508752,481147,989899
1981-12-31,44-Jährige,477960,453455,931415
1981-12-31,45-Jährige,471593,449237,920830
1981-12-31,46-Jährige,459935,439142,899077
1981-12-31,47-Jährige,433988,413051,847039
1981-12-31,48-Jährige,356610,340393,697003
1981-12-31,49-Jährige,357222,346188,703410
1981-12-31,50-Jährige,366154,357290,723444
1981-12-31,51-Jährige,391196,383749,774945
1981-12-31,52-Jährige,382426,377492,759918
1981-12-31,53-Jährige,387469,384177,771646
1981-12-31,54-Jährige,349700,375291,724991
1981-12-31,55-Jährige,328274,391010,719284
1981-12-31,56-Jährige,316783,408161,724944
1981-12-31,57-Jährige,278842,400009,678851
1981-12-31,58-Jährige,273654,399182,672836
1981-12-31,59-Jährige,288517,417927,706444
